title,manufacturer,year,price,location,hours,wear_score,value_score,source
2024 XCMG QY25K5,XCMG,2024,405820,"Milwaukee, WI",300,17.2,15.736000000000002,Live Scraper
2024 Rough Terrain Model 516,Rough Terrain,2024,813108,"Green Bay, WI",303,17.206,15.735760000000003,Live Scraper
2024 Link-Belt 300X4,Link-Belt,2024,1202840,"Montreal, QC",303,17.206,15.735760000000003,Live Scraper
2024 Broderson Model 668,Broderson,2024,1184734,"Birmingham, AL",314,17.228,15.734880000000004,Live Scraper
2024 XCMG QY25K5,XCMG,2024,523409,"Syracuse, NY",315,17.23,15.734800000000002,Live Scraper
2024 XCMG QY50K,XCMG,2024,600520,"Salem, OR",316,17.232,15.734720000000003,Live Scraper
2024 All Terrain Model 789,All Terrain,2024,1064024,"Warren, MI",318,17.236,15.734560000000002,Live Scraper
2024 Broderson Model 159,Broderson,2024,692533,"Greenville, SC",324,17.248,15.73408,Live Scraper
2024 Zoomlion ZCC3200NP,Zoomlion,2024,716255,"Cedar Rapids, IA",328,17.256,15.733760000000002,Live Scraper
2024 All Terrain Model 454,All Terrain,2024,737836,"Vancouver, WA",329,17.258,15.733680000000005,Live Scraper
2020 Liebherr LR 1300,Liebherr,2020,952281,"Warren, MI",3004,19.008,17.471616,Live Scraper
2024 Shuttlelift Model 276,Shuttlelift,2024,572920,"Charleston, WV",342,17.284,15.732640000000004,Live Scraper
2024 Franna Model 520,Franna,2024,492661,"Toronto, ON",346,17.292,15.732320000000001,Live Scraper
2024 Rough Terrain Model 557,Rough Terrain,2024,702621,"Rochester, MN",361,17.322,15.731120000000002,Live Scraper
2024 Sany STC500,Sany,2024,649412,"Greensboro, NC",364,17.328,15.730880000000003,Live Scraper
2024 Manitex Model 463,Manitex,2024,1432703,"Orlando, FL",364,17.328,15.730880000000003,Live Scraper
2024 XCMG QY25K5,XCMG,2024,689391,"Mobile, AL",367,17.334,15.730640000000001,Live Scraper
2024 Link-Belt 218HSL,Link-Belt,2024,951340,"Kansas City, MO",367,17.334,15.730640000000001,Live Scraper
2024 Sany STC750,Sany,2024,1153640,"Milwaukee, WI",375,17.35,15.730000000000002,Live Scraper
2024 Kobelco RK160,Kobelco,2024,1066395,"Saint Paul, MN",376,17.352,15.729920000000002,Live Scraper
2024 Demag Model 713,Demag,2024,986373,"Sacramento, CA",378,17.356,15.729760000000002,Live Scraper
2024 Rough Terrain Model 148,Rough Terrain,2024,458909,"Rockford, IL",382,17.364,15.72944,Live Scraper
2024 American Model 868,American,2024,1043634,"Syracuse, NY",383,17.366,15.729360000000003,Live Scraper
2024 XCMG QY50K,XCMG,2024,509825,"Ottawa, ON",384,17.368000000000002,15.729280000000001,Live Scraper
2024 Galion Model 114,Galion,2024,886152,"Green Bay, WI",384,17.368000000000002,15.729280000000001,Live Scraper
2024 National Model 359,National,2024,1363948,"Las Vegas, NV",400,17.4,15.728000000000003,Live Scraper
2024 Manitex Model 809,Manitex,2024,449405,"Mobile, AL",402,17.404,15.727840000000004,Live Scraper
2024 Galion Model 818,Galion,2024,888652,"Columbus, OH",404,17.408,15.727680000000005,Live Scraper
2024 National Model 910,National,2024,1296379,"Philadelphia, PA",409,17.418,15.727280000000002,Live Scraper
2024 XCMG XCA100,XCMG,2024,776647,"New Orleans, LA",412,17.424,15.72704,Live Scraper
2024 Shuttlelift Model 477,Shuttlelift,2024,548157,"New York, NY",414,17.428,15.726880000000001,Live Scraper
2024 Link-Belt 248HSL,Link-Belt,2024,757470,"Saint Paul, MN",417,17.434,15.726640000000003,Live Scraper
2024 All Terrain Model 176,All Terrain,2024,1212242,"Pittsburgh, PA",422,17.444,15.726240000000002,Live Scraper
2024 Sany SCC8500,Sany,2024,827601,"Grand Island, NE",425,17.45,15.726000000000003,Live Scraper
2024 Rough Terrain Model 277,Rough Terrain,2024,1300234,"Cambridge, MA",428,17.456,15.725760000000003,Live Scraper
2024 Galion Model 102,Galion,2024,883686,"Pittsburgh, PA",430,17.46,15.725600000000004,Live Scraper
2024 National Model 115,National,2024,412750,"Columbia, MO",435,17.47,15.725200000000001,Live Scraper
2024 American Model 331,American,2024,1009934,"Morgantown, WV",437,17.474,15.725040000000002,Live Scraper
2024 Zoomlion ZTC750V,Zoomlion,2024,624299,"Atlanta, GA",444,17.488,15.72448,Live Scraper
2024 Zoomlion ZCC3200NP,Zoomlion,2024,898988,"Davenport, IA",445,17.490000000000002,15.724400000000003,Live Scraper
2024 Broderson Model 549,Broderson,2024,1333205,"Charleston, SC",447,17.494,15.724240000000004,Live Scraper
2024 Sany STC500,Sany,2024,471864,"Colorado Springs, CO",448,17.496,15.724160000000001,Live Scraper
2024 Zoomlion ZTC550V,Zoomlion,2024,625833,"Charleston, SC",451,17.502,15.723920000000005,Live Scraper
2024 National Model 324,National,2024,546825,"Broken Arrow, OK",452,17.504,15.723840000000003,Live Scraper
2024 Link-Belt 218HSL,Link-Belt,2024,684015,"Salem, OR",454,17.508,15.723680000000002,Live Scraper
2024 XCMG XCA100,XCMG,2024,792790,"Lexington, KY",455,17.51,15.723600000000003,Live Scraper
2024 National Model 324,National,2024,1007744,"Carson City, NV",456,17.512,15.723520000000002,Live Scraper
2024 Tadano GR550XL,Tadano,2024,1133019,"Indianapolis, IN",465,17.53,15.722800000000001,Live Scraper
2024 Manitex Model 194,Manitex,2024,1035591,"Rochester, NY",470,17.54,15.722400000000002,Live Scraper
2024 Crawler Model 953,Crawler,2024,1197244,"Las Vegas, NV",471,17.542,15.722320000000003,Live Scraper
2024 Manitex Model 939,Manitex,2024,823622,"Jackson, MS",473,17.546,15.722160000000002,Live Scraper
2024 Link-Belt 248HSL,Link-Belt,2024,1515804,"Philadelphia, PA",475,17.55,15.722000000000003,Live Scraper
2024 National Model 161,National,2024,1481009,"Miami, FL",477,17.554000000000002,15.721840000000004,Live Scraper
2024 American Model 879,American,2024,1272235,"Jacksonville, FL",478,17.556,15.721760000000002,Live Scraper
2024 Demag Model 971,Demag,2024,536086,"Columbia, MO",480,17.56,15.721600000000002,Live Scraper
2024 Crawler Model 841,Crawler,2024,1191491,"Houston, TX",485,17.57,15.721200000000003,Live Scraper
2024 All Terrain Model 494,All Terrain,2024,920427,"Norman, OK",486,17.572,15.721120000000003,Live Scraper
2024 Zoomlion ZCC3200NP,Zoomlion,2024,691253,"Norman, OK",486,17.572,15.721120000000003,Live Scraper
2024 Shuttlelift Model 656,Shuttlelift,2024,716171,"New York, NY",488,17.576,15.720960000000003,Live Scraper
2024 Kobelco RK160,Kobelco,2024,1616072,"Savannah, GA",489,17.578,15.720880000000001,Live Scraper
2024 XCMG QY70K,XCMG,2024,569082,"Birmingham, AL",490,17.58,15.720800000000004,Live Scraper
2024 Tadano GR750XL,Tadano,2024,1794870,"Columbus, GA",493,17.586,15.72056,Live Scraper
2024 XCMG XCA100,XCMG,2024,570783,"South Bend, IN",497,17.594,15.720240000000002,Live Scraper
2024 Broderson Model 428,Broderson,2024,522408,"Knoxville, TN",500,17.6,15.720000000000002,Live Scraper
2024 Shuttlelift Model 945,Shuttlelift,2024,740877,"Philadelphia, PA",500,17.6,15.720000000000002,Live Scraper
2020 Liebherr LTM 1300,Liebherr,2020,468825,"Morgantown, WV",3227,19.454,17.450208,Live Scraper
2020 Terex RT780,Terex,2020,740937,"South Bend, IN",3229,19.458,17.450016,Live Scraper
2019 Grove TMS9000E,Grove,2019,751666,"Owensboro, KY",2379,19.358,17.243616,Live Scraper
2020 Grove RT890E,Grove,2020,425223,"Greensboro, NC",3458,19.916,17.428032,Live Scraper
2020 Manitowoc 21000,Manitowoc,2020,467851,"Buffalo, NY",3553,20.106,17.418912000000002,Live Scraper
2020 Terex AC350,Terex,2020,549999,"Madison, WI",3623,20.246000000000002,17.412192,Live Scraper
2020 Liebherr LTM 1300,Liebherr,2020,790682,"Cincinnati, OH",3684,20.368000000000002,17.406336,Live Scraper
2020 Manitowoc MLC300,Manitowoc,2020,412144,"Springfield, MO",3793,20.586,17.395872,Live Scraper
2020 Grove GMK6300L,Grove,2020,349086,"New Orleans, LA",3814,20.628,17.393856,Live Scraper
2023 Link-Belt TCC1400,Link-Belt,2023,935389,"Hattiesburg, MS",363,18.926000000000002,15.490960000000001,Live Scraper
2023 Manitex Model 168,Manitex,2023,771712,"Durham, NC",368,18.936,15.49056,Live Scraper
2020 Grove GMK6300L,Grove,2020,508921,"Scottsdale, AZ",3933,20.866,17.382432000000005,Live Scraper
2020 Manitowoc 21000,Manitowoc,2020,400283,"Indianapolis, IN",3946,20.892,17.381184,Live Scraper
2019 Liebherr LTM 1450,Liebherr,2019,511992,"Savannah, GA",3078,20.756,17.176512000000002,Live Scraper
2023 Zoomlion ZTC550V,Zoomlion,2023,403112,"Bellevue, NE",465,19.13,15.482800000000001,Live Scraper
2023 Demag Model 898,Demag,2023,1082525,"Sacramento, CA",499,19.198,15.480080000000001,Live Scraper
2023 Broderson Model 575,Broderson,2023,891743,"Fort Smith, AR",505,19.21,15.4796,Live Scraper
2023 National Model 138,National,2023,599958,"Seattle, WA",529,19.258,15.477680000000001,Live Scraper
2023 Kato Model 381,Kato,2023,960015,"Eugene, OR",533,19.266,15.47736,Live Scraper
2023 Shuttlelift Model 707,Shuttlelift,2023,542307,"Omaha, NE",533,19.266,15.47736,Live Scraper
2023 Kato Model 367,Kato,2023,1202348,"Salem, OR",534,19.268,15.477280000000002,Live Scraper
2023 Shuttlelift Model 922,Shuttlelift,2023,1259348,"Louisville, KY",548,19.296,15.47616,Live Scraper
2018 Grove RT890E,Grove,2018,466080,"Springfield, MA",2314,20.828000000000003,16.961856,Live Scraper
2023 Demag Model 906,Demag,2023,1090300,"Pittsburgh, PA",590,19.38,15.472800000000001,Live Scraper
2023 Sany SCC4000,Sany,2023,560759,"Winnipeg, MB",597,19.394,15.47224,Live Scraper
2023 National Model 624,National,2023,637014,"Rochester, NY",608,19.416,15.471359999999999,Live Scraper
2023 Broderson Model 762,Broderson,2023,1017169,"Erie, PA",611,19.422,15.471120000000003,Live Scraper
2023 Crawler Model 959,Crawler,2023,1095606,"Grand Island, NE",613,19.426000000000002,15.470960000000003,Live Scraper
2023 Manitex Model 642,Manitex,2023,1213747,"Vancouver, BC",619,19.438000000000002,15.470480000000002,Live Scraper
2023 XCMG XCA100,XCMG,2023,557640,"Memphis, TN",626,19.451999999999998,15.469920000000002,Live Scraper
2023 Sany STC750,Sany,2023,757966,"Sioux City, IA",630,19.46,15.469600000000003,Live Scraper
2023 Link-Belt RTC8090,Link-Belt,2023,812555,"Toronto, ON",635,19.47,15.4692,Live Scraper
2023 American Model 168,American,2023,906633,"Fayetteville, AR",638,19.476,15.46896,Live Scraper
2023 National Model 479,National,2023,802929,"Greensboro, NC",642,19.484,15.46864,Live Scraper
2023 Broderson Model 938,Broderson,2023,1095468,"Quebec City, QC",643,19.486,15.468560000000004,Live Scraper
2023 American Model 228,American,2023,1187882,"Baton Rouge, LA",649,19.498,15.46808,Live Scraper
2023 All Terrain Model 103,All Terrain,2023,1167322,"Springfield, IL",656,19.512,15.467520000000002,Live Scraper
2023 Link-Belt 248HSL,Link-Belt,2023,1047931,"Grand Island, NE",664,19.528,15.466880000000002,Live Scraper
2023 XCMG XCA60E,XCMG,2023,481311,"Seattle, WA",680,19.560000000000002,15.465600000000002,Live Scraper
2023 American Model 482,American,2023,471342,"Reno, NV",686,19.572,15.465120000000002,Live Scraper
2023 Link-Belt RTC8090,Link-Belt,2023,1359282,"Tacoma, WA",694,19.588,15.464480000000002,Live Scraper
2023 Manitex Model 328,Manitex,2023,859835,"Virginia Beach, VA",698,19.596,15.464160000000001,Live Scraper
2023 Crawler Model 798,Crawler,2023,665571,"Grand Rapids, MI",701,19.602,15.463920000000002,Live Scraper
2023 XCMG QY70K,XCMG,2023,386444,"Des Moines, IA",703,19.606,15.463760000000002,Live Scraper
2023 Zoomlion ZTC750V,Zoomlion,2023,344357,"Jackson, MS",704,19.608,15.46368,Live Scraper
2023 Rough Terrain Model 642,Rough Terrain,2023,509705,"Raleigh, NC",706,19.612000000000002,15.46352,Live Scraper
2023 Kobelco RK160,Kobelco,2023,1374950,"Augusta, GA",707,19.614,15.463440000000004,Live Scraper
2018 Terex RT670,Terex,2018,475726,"Mesa, AZ",2450,21.1,16.948800000000002,Live Scraper
2023 Galion Model 498,Galion,2023,342028,"Evansville, IN",725,19.65,15.462000000000002,Live Scraper
2023 Demag Model 471,Demag,2023,709314,"Duluth, MN",749,19.698,15.46008,Live Scraper
2023 Tadano GR550XL,Tadano,2023,1183780,"Tucson, AZ",754,19.708,15.45968,Live Scraper
2023 XCMG XCA100,XCMG,2023,569448,"New York, NY",757,19.714,15.45944,Live Scraper
2023 American Model 654,American,2023,745301,"Morgantown, WV",759,19.718,15.459280000000001,Live Scraper
2023 Galion Model 159,Galion,2023,1091048,"Tucson, AZ",772,19.744,15.458240000000002,Live Scraper
2023 All Terrain Model 536,All Terrain,2023,878612,"Montgomery, AL",780,19.759999999999998,15.457600000000003,Live Scraper
2023 Demag Model 266,Demag,2023,1177099,"Atlanta, GA",784,19.768,15.45728,Live Scraper
2023 National Model 262,National,2023,578953,"Birmingham, AL",789,19.778,15.456880000000002,Live Scraper
2023 Kobelco CK850G,Kobelco,2023,990314,"Kansas City, MO",799,19.798000000000002,15.45608,Live Scraper
2023 Kato Model 234,Kato,2023,1039187,"Memphis, TN",801,19.802,15.45592,Live Scraper
2019 Grove TMS9000E,Grove,2019,309579,"Omaha, NE",3454,21.508000000000003,17.140416000000005,Live Scraper
2023 All Terrain Model 318,All Terrain,2023,430027,"Fort Collins, CO",812,19.823999999999998,15.455040000000004,Live Scraper
2023 Manitex Model 119,Manitex,2023,861135,"Broken Arrow, OK",819,19.838,15.454480000000002,Live Scraper
2023 American Model 543,American,2023,393297,"Evansville, IN",819,19.838,15.454480000000002,Live Scraper
2023 Manitex Model 206,Manitex,2023,920360,"San Francisco, CA",819,19.838,15.454480000000002,Live Scraper
2023 Galion Model 304,Galion,2023,871748,"Eugene, OR",821,19.842,15.454320000000003,Live Scraper
2023 Demag Model 509,Demag,2023,941600,"Jackson, MS",822,19.844,15.454239999999999,Live Scraper
2023 Tadano ATF220G,Tadano,2023,1101260,"Cleveland, OH",826,19.852,15.45392,Live Scraper
2023 American Model 975,American,2023,1148745,"Knoxville, TN",830,19.86,15.453600000000002,Live Scraper
2023 Tadano GR550XL,Tadano,2023,1169720,"San Diego, CA",831,19.862000000000002,15.453520000000001,Live Scraper
2023 National Model 266,National,2023,418928,"Jackson, MS",835,19.87,15.453200000000002,Live Scraper
2023 Manitex Model 697,Manitex,2023,700213,"Louisville, KY",843,19.886,15.45256,Live Scraper
2023 Sany SCC4000,Sany,2023,366548,"Aurora, CO",853,19.906,15.451760000000002,Live Scraper
2023 Shuttlelift Model 809,Shuttlelift,2023,732977,"Calgary, AB",854,19.908,15.45168,Live Scraper
2023 National Model 341,National,2023,963324,"Mesa, AZ",857,19.914,15.451440000000003,Live Scraper
2023 American Model 624,American,2023,795893,"Indianapolis, IN",861,19.922,15.451120000000001,Live Scraper
2023 Galion Model 298,Galion,2023,802176,"Durham, NC",862,19.924,15.45104,Live Scraper
2023 Kato Model 994,Kato,2023,638523,"Parkersburg, WV",867,19.934,15.45064,Live Scraper
2023 Rough Terrain Model 899,Rough Terrain,2023,1136459,"Chesapeake, VA",876,19.951999999999998,15.44992,Live Scraper
2023 Crawler Model 452,Crawler,2023,1112757,"Oklahoma City, OK",883,19.966,15.449360000000002,Live Scraper
2023 Kobelco CK850G,Kobelco,2023,662035,"Madison, WI",899,19.998,15.44808,Live Scraper
2023 Link-Belt TCC1400,Link-Belt,2023,1166705,"Tampa, FL",905,20.009999999999998,15.447600000000001,Live Scraper
2023 Crawler Model 118,Crawler,2023,871415,"Huntington, WV",907,20.014,15.44744,Live Scraper
2023 Manitex Model 727,Manitex,2023,1015534,"New York, NY",912,20.024,15.44704,Live Scraper
2023 Broderson Model 725,Broderson,2023,442815,"Rochester, NY",916,20.032,15.44672,Live Scraper
2023 American Model 341,American,2023,1002915,"Milwaukee, WI",916,20.032,15.44672,Live Scraper
2023 Sany STC750,Sany,2023,836065,"Lafayette, LA",922,20.044,15.446240000000001,Live Scraper
2023 Galion Model 849,Galion,2023,863443,"Tulsa, OK",925,20.05,15.446000000000002,Live Scraper
2023 Manitex Model 980,Manitex,2023,805646,"Erie, PA",935,20.07,15.4452,Live Scraper
2023 Crawler Model 192,Crawler,2023,643664,"Montreal, QC",938,20.076,15.444960000000002,Live Scraper
2023 Sany SCC8500,Sany,2023,958971,"Detroit, MI",939,20.078,15.444880000000001,Live Scraper
2023 Galion Model 194,Galion,2023,619491,"Charlotte, NC",949,20.098,15.444080000000003,Live Scraper
2023 All Terrain Model 573,All Terrain,2023,493759,"Fort Collins, CO",953,20.106,15.443760000000001,Live Scraper
2023 Tadano ATF220G,Tadano,2023,1599167,"Greenville, SC",953,20.106,15.443760000000001,Live Scraper
2023 National Model 614,National,2023,1043115,"Mesa, AZ",955,20.11,15.443600000000002,Live Scraper
2018 Grove RT890E,Grove,2018,445254,"Duluth, MN",2697,21.594,16.925088,Live Scraper
2018 Terex RT670,Terex,2018,234237,"Fort Smith, AR",2699,21.598,16.924896,Live Scraper
2023 Broderson Model 803,Broderson,2023,799861,"Green Bay, WI",963,20.126,15.44296,Live Scraper
2023 Kato Model 310,Kato,2023,1022813,"Fort Wayne, IN",970,20.14,15.442400000000001,Live Scraper
2023 Broderson Model 724,Broderson,2023,1232222,"Rochester, NY",980,20.16,15.441600000000001,Live Scraper
2023 Crawler Model 558,Crawler,2023,1130959,"Durham, NC",991,20.182000000000002,15.440719999999999,Live Scraper
2023 Broderson Model 899,Broderson,2023,877919,"Houston, TX",994,20.188000000000002,15.440480000000003,Live Scraper
2023 National Model 905,National,2023,897773,"Fort Smith, AR",998,20.195999999999998,15.44016,Live Scraper
2023 Galion Model 893,Galion,2023,1118292,"Duluth, MN",1002,20.204,15.439840000000002,Live Scraper
2023 Franna Model 553,Franna,2023,920800,"Columbus, GA",1002,20.204,15.439840000000002,Live Scraper
2023 XCMG XCA60E,XCMG,2023,395097,"Charleston, SC",1009,20.218,15.439280000000004,Live Scraper
2023 American Model 975,American,2023,1129923,"Gulfport, MS",1011,20.222,15.439120000000003,Live Scraper
2023 Shuttlelift Model 355,Shuttlelift,2023,599610,"Huntsville, AL",1013,20.226,15.438960000000002,Live Scraper
2023 All Terrain Model 246,All Terrain,2023,647597,"New York, NY",1018,20.236,15.438560000000003,Live Scraper
2023 Kobelco RK250,Kobelco,2023,1018027,"Vancouver, BC",1019,20.238,15.438479999999998,Live Scraper
2023 Tadano GR550XL,Tadano,2023,1303582,"Seattle, WA",1021,20.242,15.43832,Live Scraper
2023 Demag Model 550,Demag,2023,683167,"Los Angeles, CA",1025,20.25,15.438,Live Scraper
2023 Sany STC1000,Sany,2023,451828,"Charlotte, NC",1027,20.253999999999998,15.437840000000001,Live Scraper
2023 Galion Model 321,Galion,2023,1251409,"Memphis, TN",1027,20.253999999999998,15.437840000000001,Live Scraper
2023 Manitex Model 390,Manitex,2023,372615,"Huntsville, AL",1037,20.274,15.437040000000003,Live Scraper
2023 Galion Model 833,Galion,2023,1205504,"Sterling Heights, MI",1041,20.282,15.436720000000003,Live Scraper
2023 Broderson Model 776,Broderson,2023,1095032,"Sioux City, IA",1041,20.282,15.436720000000003,Live Scraper
2023 Manitex Model 260,Manitex,2023,355998,"Shreveport, LA",1045,20.29,15.4364,Live Scraper
2023 National Model 644,National,2023,948820,"Kenosha, WI",1047,20.294,15.436240000000002,Live Scraper
2023 Galion Model 576,Galion,2023,1132834,"New York, NY",1057,20.314,15.43544,Live Scraper
2023 American Model 313,American,2023,1036384,"Indianapolis, IN",1068,20.336,15.43456,Live Scraper
2023 Sany STC1000,Sany,2023,598924,"Columbus, OH",1075,20.35,15.434000000000001,Live Scraper
2023 Galion Model 889,Galion,2023,364910,"Norman, OK",1079,20.358,15.433680000000003,Live Scraper
2023 Link-Belt 218HSL,Link-Belt,2023,918995,"Scottsdale, AZ",1083,20.366,15.43336,Live Scraper
2023 Franna Model 543,Franna,2023,837692,"Rochester, MN",1083,20.366,15.43336,Live Scraper
2023 Zoomlion ZCC3200NP,Zoomlion,2023,575457,"Toledo, OH",1085,20.37,15.4332,Live Scraper
2023 Demag Model 535,Demag,2023,352453,"Huntington, WV",1087,20.374000000000002,15.43304,Live Scraper
2023 Franna Model 523,Franna,2023,872218,"Chattanooga, TN",1090,20.380000000000003,15.4328,Live Scraper
2023 Broderson Model 473,Broderson,2023,722713,"Springfield, MO",1109,20.418,15.431280000000001,Live Scraper
2023 American Model 190,American,2023,1004611,"Denver, CO",1116,20.432000000000002,15.430720000000003,Live Scraper
2023 Broderson Model 152,Broderson,2023,1026290,"Mesa, AZ",1116,20.432000000000002,15.430720000000003,Live Scraper
2023 Kato Model 480,Kato,2023,373571,"Dallas, TX",1121,20.442,15.430320000000002,Live Scraper
2023 Shuttlelift Model 976,Shuttlelift,2023,598736,"Houston, TX",1124,20.448,15.430080000000002,Live Scraper
2023 Kobelco CK1000G,Kobelco,2023,1186076,"Columbia, MO",1124,20.448,15.430080000000002,Live Scraper
2023 Franna Model 633,Franna,2023,622676,"Tulsa, OK",1125,20.45,15.430000000000001,Live Scraper
2023 Manitex Model 161,Manitex,2023,1136129,"Raleigh, NC",1129,20.458,15.429680000000003,Live Scraper
2023 Manitex Model 218,Manitex,2023,880095,"Dallas, TX",1132,20.464,15.42944,Live Scraper
2023 American Model 477,American,2023,1016651,"Ottawa, ON",1132,20.464,15.42944,Live Scraper
2023 Shuttlelift Model 322,Shuttlelift,2023,1137663,"Montgomery, AL",1133,20.466,15.429360000000003,Live Scraper
2023 Zoomlion ZTC800V,Zoomlion,2023,742568,"Portland, OR",1135,20.47,15.429200000000002,Live Scraper
2023 Crawler Model 560,Crawler,2023,1153046,"Philadelphia, PA",1148,20.496000000000002,15.428160000000004,Live Scraper
2023 Broderson Model 733,Broderson,2023,883795,"Tampa, FL",1156,20.512,15.42752,Live Scraper
2023 XCMG QY70K,XCMG,2023,340139,"Mobile, AL",1163,20.526,15.426960000000003,Live Scraper
2023 XCMG XCA60E,XCMG,2023,461776,"Chicago, IL",1165,20.53,15.4268,Live Scraper
2023 Demag Model 279,Demag,2023,924256,"Erie, PA",1165,20.53,15.4268,Live Scraper
2023 Demag Model 835,Demag,2023,352576,"Orlando, FL",1173,20.546,15.42616,Live Scraper
2023 Kobelco RK250,Kobelco,2023,1344352,"Norfolk, VA",1185,20.57,15.425200000000002,Live Scraper
2020 Terex RT780,Terex,2020,546283,"Dallas, TX",4737,22.474,17.305248,Live Scraper
2023 Rough Terrain Model 264,Rough Terrain,2023,375072,"Columbus, OH",1204,20.608,15.423680000000003,Live Scraper
2023 Franna Model 316,Franna,2023,369550,"Richmond, VA",1204,20.608,15.423680000000003,Live Scraper
2023 Demag Model 971,Demag,2023,666889,"Pittsburgh, PA",1207,20.614,15.42344,Live Scraper
2023 Galion Model 674,Galion,2023,814465,"Philadelphia, PA",1208,20.616,15.423360000000002,Live Scraper
2023 Demag Model 199,Demag,2023,1208145,"Little Rock, AR",1209,20.618000000000002,15.42328,Live Scraper
2023 XCMG XCA100,XCMG,2023,434366,"Lafayette, LA",1210,20.62,15.423200000000003,Live Scraper
2023 American Model 505,American,2023,1145724,"Huntington, WV",1219,20.637999999999998,15.422480000000002,Live Scraper
2023 American Model 908,American,2023,1256134,"Jackson, MS",1219,20.637999999999998,15.422480000000002,Live Scraper
2023 Manitex Model 722,Manitex,2023,959242,"Broken Arrow, OK",1220,20.64,15.4224,Live Scraper
2023 Franna Model 247,Franna,2023,835607,"Cincinnati, OH",1223,20.646,15.422160000000003,Live Scraper
2023 Rough Terrain Model 740,Rough Terrain,2023,406789,"Des Moines, IA",1223,20.646,15.422160000000003,Live Scraper
2023 Franna Model 257,Franna,2023,391816,"Grand Rapids, MI",1228,20.656,15.42176,Live Scraper
2023 Galion Model 249,Galion,2023,405164,"Springdale, AR",1230,20.66,15.421600000000002,Live Scraper
2023 Galion Model 601,Galion,2023,1014944,"Durham, NC",1233,20.666,15.42136,Live Scraper
2023 Zoomlion ZCC3200NP,Zoomlion,2023,393468,"Peoria, IL",1236,20.672,15.421120000000002,Live Scraper
2023 Tadano GR1000XL,Tadano,2023,1212499,"Worcester, MA",1238,20.676000000000002,15.420960000000003,Live Scraper
2023 Kato Model 104,Kato,2023,557591,"Sterling Heights, MI",1240,20.68,15.420800000000003,Live Scraper
2023 Tadano ATF220G,Tadano,2023,618536,"Mobile, AL",1246,20.692,15.420320000000002,Live Scraper
2023 Tadano GR750XL,Tadano,2023,805348,"Philadelphia, PA",1250,20.7,15.42,Live Scraper
2023 Shuttlelift Model 563,Shuttlelift,2023,571506,"Chicago, IL",1262,20.724,15.419040000000003,Live Scraper
2023 Sany STC750,Sany,2023,687857,"Raleigh, NC",1265,20.73,15.4188,Live Scraper
2023 Shuttlelift Model 233,Shuttlelift,2023,655201,"Portland, OR",1275,20.75,15.418000000000001,Live Scraper
2023 Galion Model 488,Galion,2023,1022981,"Columbia, MO",1280,20.759999999999998,15.4176,Live Scraper
2020 Liebherr LTM 1500,Liebherr,2020,714344,"Fort Smith, AR",4825,22.65,17.2968,Live Scraper
2023 Link-Belt RTC8090,Link-Belt,2023,483638,"Erie, PA",1292,20.784,15.416640000000001,Live Scraper
2023 Kobelco RK250,Kobelco,2023,1078489,"Nashville, TN",1295,20.79,15.4164,Live Scraper
2023 Zoomlion ZTC550V,Zoomlion,2023,651422,"Springfield, MA",1303,20.806,15.41576,Live Scraper
2023 National Model 454,National,2023,930410,"Charlotte, NC",1320,20.84,15.4144,Live Scraper
2023 Kato Model 651,Kato,2023,898357,"Eugene, OR",1342,20.884,15.41264,Live Scraper
2023 Zoomlion ZTC550V,Zoomlion,2023,538646,"Grand Rapids, MI",1346,20.892,15.412320000000001,Live Scraper
2023 Broderson Model 342,Broderson,2023,1208471,"Tampa, FL",1348,20.896,15.41216,Live Scraper
2023 Crawler Model 939,Crawler,2023,646698,"Tampa, FL",1352,20.904,15.411840000000002,Live Scraper
2023 Kato Model 404,Kato,2023,871324,"Sterling Heights, MI",1361,20.922,15.41112,Live Scraper
2023 Kobelco CK850G,Kobelco,2023,709057,"Durham, NC",1371,20.942,15.410320000000002,Live Scraper
2023 Link-Belt TCC1400,Link-Belt,2023,744765,"Davenport, IA",1382,20.964,15.409440000000002,Live Scraper
2023 Link-Belt 300X4,Link-Belt,2023,788390,"Gulfport, MS",1387,20.974,15.40904,Live Scraper
2023 Galion Model 111,Galion,2023,422849,"Colorado Springs, CO",1395,20.990000000000002,15.4084,Live Scraper
2023 Franna Model 165,Franna,2023,601216,"Phoenix, AZ",1402,21.003999999999998,15.40784,Live Scraper
2018 Terex AC500,Terex,2018,376905,"Minneapolis, MN",3145,22.490000000000002,16.882080000000002,Live Scraper
2023 Crawler Model 463,Crawler,2023,1059932,"Ottawa, ON",1420,21.04,15.406400000000003,Live Scraper
2023 Rough Terrain Model 475,Rough Terrain,2023,651678,"Ottawa, ON",1431,21.062,15.405520000000003,Live Scraper
2023 All Terrain Model 342,All Terrain,2023,543410,"Worcester, MA",1437,21.073999999999998,15.405040000000003,Live Scraper
2023 National Model 201,National,2023,792645,"Duluth, MN",1460,21.12,15.403200000000002,Live Scraper
2023 Tadano ATF130G,Tadano,2023,936343,"Fort Collins, CO",1460,21.12,15.403200000000002,Live Scraper
2023 Demag Model 866,Demag,2023,1199312,"Owensboro, KY",1493,21.186,15.400560000000002,Live Scraper
2023 American Model 337,American,2023,753477,"Vancouver, WA",1496,21.192,15.40032,Live Scraper
